ItemCode,StockItemName,MarketSegmentation,Presence,ClosingPrice,Prepare,FluctuationRate,OpenPrice,HighPrice,LowPrice,TradingVolume,TransactionAmount,MarketCap,NumberOf ListedShares
종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
206950,볼빅,KONEX,일반기업부,2300,35,1.55,2540,2540,2300,0,71540,12144970600,5
3000,부광약품,KOSPI,,9350,-10,-0.11,9390,9410,9300,0,565801990,6.64E+11,71
1270,부국증권,KOSPI,,19810,-90,-0.45,19900,20000,19810,0,84661160,2.05E+11,10
1275,부국증권우,KOSPI,,18490,0,0,18490,18490,18490,0,295840,55470000000,3
26940,부국철강,KOSPI,,3525,-15,-0.42,3540,3565,3520,0,81579585,70500000000,20
14470,부방,KOSDAQ,중견기업부,2320,20,0.87,2300,2330,2280,0,252937670,1.39E+11,60
11390,부산산업,KOSPI,,79300,-600,-0.75,79600,79900,79000,0,159592800,83740800000,1
5030,부산주공,KOSPI,,630,-6,-0.94,643,644,629,0,133428629,45945262440,73
8470,부스타,KOSDAQ,우량기업부,5190,-10,-0.19,5170,5230,5160,0,65042130,43620912000,8
338220,뷰노,KOSDAQ,기술성장기업부,9610,-420,-4.19,9990,9990,9600,0,881483750,1.09E+11,11
100120,뷰웍스,KOSDAQ,우량기업부,33000,-50,-0.15,33900,33900,32900,0,1205634900,3.30E+11,10
337930,브랜드엑스코퍼레이션,KOSDAQ,우량기업부,6770,160,2.42,6850,6940,6690,0,3228998080,1.98E+11,29
99390,브레인즈컴퍼니,KOSDAQ,벤처기업부,13060,-320,-2.39,13550,13970,12800,1,6822055160,1.07E+11,8
64480,브리지텍,KOSDAQ,벤처기업부,7160,-150,-2.05,7430,7560,7120,1,5852864520,85579900000,12
288330,브릿지바이오테라퓨틱스,KOSDAQ,기술성장기업부,10930,-270,-2.41,11170,11170,10920,0,431846070,2.17E+11,20
365900,브이씨,KOSDAQ,벤처기업부,7910,-10,-0.13,7920,7960,7800,0,168525570,57824473000,7
251630,브이원텍,KOSDAQ,벤처기업부,7550,-140,-1.82,7690,7690,7500,0,543066360,1.14E+11,15
18290,브이티지엠피,KOSDAQ,우량기업부,5800,-40,-0.68,5890,5890,5750,0,701667110,2.00E+11,34
44480,블레이드 Ent,KOSDAQ,중견기업부,1890,-36,-1.87,1926,1926,1815,1,989310649,61130124090,32
33560,블루콤,KOSDAQ,벤처기업부,3905,0,0,3925,3925,3875,0,105453480,66775500000,17
191600,블루탑,KONEX,일반기업부,13990,0,0,0,0,0,0,0,39871500000,3
369370,블리츠웨이,KOSDAQ,벤처기업부,2605,-20,-0.76,2630,2630,2540,0,135942300,1.10E+11,42
126340,비나텍,KOSDAQ,벤처기업부,45450,1000,2.25,44500,46150,44500,0,1377025100,2.49E+11,5
121800,비덴트,KOSDAQ,벤처기업부,4170,75,1.83,4180,4295,4115,2,8664653115,2.43E+11,58
148140,비디아이,KOSDAQ,관리종목(소속부없음),640,0,0,0,0,0,0,0,27653546880,43
82800,비보존 제약,KOSDAQ,투자주의환기종목(소속부없음),853,37,4.53,830,855,809,1,511198196,2.00E+11,234
318410,비비씨,KOSDAQ,중견기업부,9660,120,1.26,9620,9840,9480,0,131560470,53663647380,6
2070,비비안,KOSPI,,1436,14,0.98,1438,1438,1415,0,84020857,42784169640,30
100220,비상교육,KOSPI,,6130,-50,-0.81,6160,6190,6090,0,152138080,79670022330,13
419540,비스토스,KOSDAQ,벤처기업부,3005,-5,-0.17,2985,3020,2900,2,5280467665,63631800540,21
146320,비씨엔씨,KOSDAQ,벤처기업부,15570,-160,-1.02,15600,15800,15420,0,497768010,1.99E+11,13
200780,비씨월드제약,KOSDAQ,벤처기업부,8120,30,0.37,8090,8150,8010,0,19917320,72206158080,9
141000,비아트론,KOSDAQ,우량기업부,9260,-30,-0.32,9270,9300,9210,0,244095280,1.12E+11,12
90460,비에이치,KOSDAQ GLOBAL,우량기업부,21250,150,0.71,21100,21350,20800,0,4726996800,7.32E+11,34
83650,비에이치아이,KOSDAQ,중견기업부,6580,-70,-1.05,6650,6650,6550,0,542719710,1.71E+11,26
215050,비엔디생활건강,KONEX,일반기업부,912,0,0,0,0,0,0,0,1934959392,2
32790,비엔지티,KOSDAQ,벤처기업부,3340,-125,-3.61,3425,3500,3320,0,1395688775,1.04E+11,31
445360,비엔케이제1호스팩,KOSDAQ,SPAC(소속부없음),2045,-10,-0.49,2030,2070,2030,0,1211740,8813950000,4
142760,비엘,KOSDAQ,기술성장기업부,4625,205,4.64,4425,4680,4410,0,1760369430,1.45E+11,31
65170,비엘팜텍,KOSDAQ,중견기업부,683,8,1.19,681,683,669,0,51314462,60766891797,89
86220,비엘헬스케어,KONEX,일반기업부,2100,0,0,0,0,0,0,0,22152247175,11
86670,비엠티,KOSDAQ,우량기업부,15290,-290,-1.86,15580,15580,15190,0,657408790,1.40E+11,9
335890,비올,KOSDAQ,벤처기업부,4200,-45,-1.06,4245,4265,4100,1,3435876375,2.44E+11,58
138580,비즈니스온,KOSDAQ,벤처기업부,8370,-30,-0.36,8400,8400,8320,0,61606000,1.89E+11,23
82920,비츠로셀,KOSDAQ,우량기업부,16410,-570,-3.36,17000,17000,16360,0,1033227710,3.53E+11,22
54220,비츠로시스,KOSDAQ,벤처기업부,883,-4,-0.45,893,894,872,0,141330711,22218825689,25
42370,비츠로테크,KOSDAQ,우량기업부,7600,-10,-0.13,7610,7640,7530,0,586584160,1.99E+11,26
30790,비케이탑스,KOSPI,,904,0,0,0,0,0,0,0,19208323080,21
50090,비케이홀딩스,KOSDAQ,중견기업부,467,5,1.08,460,471,460,0,52374258,36957885914,79
307870,비투엔,KOSDAQ,벤처기업부,2425,30,1.25,2385,2530,2320,1,1236744460,75614410000,31
357880,비트나인,KOSDAQ,기술성장기업부,10460,-60,-0.57,10750,11150,10430,1,6293286120,1.08E+11,10
32850,비트컴퓨터,KOSDAQ,벤처기업부,7880,250,3.28,7630,8100,7520,1,4249232700,1.31E+11,17
148780,비플라이소프트,KOSDAQ,기술성장기업부,1720,-66,-3.7,1805,1824,1709,1,2293803705,54086647000,31
238200,비피도,KOSDAQ,기술성장기업부,8690,-70,-0.8,8760,8770,8550,0,172675580,71084200000,8
93190,빅솔론,KOSDAQ,우량기업부,7950,120,1.53,7900,8030,7850,0,425986850,1.53E+11,19
65450,빅텍,KOSDAQ,우량기업부,5710,0,0,5700,5740,5670,0,1427464320,1.64E+11,29
210120,빅텐츠,KONEX,일반기업부,15000,20,0.13,15000,15000,15000,0,75000,39795000000,3
5180,빙그레,KOSPI,,41900,150,0.36,41900,41950,41700,0,143727000,4.13E+11,10
72950,빛샘전자,KOSDAQ,벤처기업부,6220,30,0.48,6200,6290,6190,0,23921140,38755942980,6
266170,뿌리깊은나무들,KONEX,일반기업부,800,-57,-6.65,935,935,800,0,2742030,4658428800,6
143240,사람인에이치알,KOSDAQ,우량기업부,28800,-550,-1.87,29350,29650,28750,0,293981050,3.36E+11,12
3960,사조대림,KOSPI,,28150,-50,-0.18,28200,28250,27900,0,22737900,2.58E+11,9
8040,사조동아원,KOSPI,,972,-1,-0.1,973,976,968,0,184260177,1.37E+11,141
7160,사조산업,KOSPI,,42800,-150,-0.35,42950,43050,42750,0,54576600,2.14E+11,5
14710,사조씨푸드,KOSPI,,5400,-70,-1.28,5520,5520,5350,0,467477870,92980132200,17
6090,사조오양,KOSPI,,8390,80,0.96,8340,8750,8330,0,115142770,79056780210,9
419120,산돌,KOSDAQ,중견기업부,14980,580,4.03,14450,15180,14450,0,5068287850,1.15E+11,8
100090,삼강엠앤티,KOSDAQ,중견기업부,20600,-100,-0.48,20950,21150,20600,0,5508616650,1.10E+12,53
122350,삼기,KOSDAQ,중견기업부,3960,-305,-7.15,4405,4415,3950,3,13351209705,1.52E+11,38
419050,삼기이브이,KOSDAQ,중견기업부,25650,3650,16.59,22000,28600,22000,9,2.30E+11,3.67E+11,14
14970,삼륭물산,KOSDAQ,중견기업부,5400,70,1.31,5390,5460,5360,0,495522010,81675000000,15
18310,삼목에스폼,KOSDAQ,우량기업부,16990,-10,-0.06,16980,17090,16810,0,228038070,2.50E+11,15
53700,삼보모터스,KOSDAQ,중견기업부,5570,70,1.27,5510,5600,5500,0,683722640,1.08E+11,19
9620,삼보산업,KOSDAQ,중견기업부,999,20,2.04,1025,1034,996,1,906422575,45210305439,45
23600,삼보판지,KOSDAQ,우량기업부,10620,-30,-0.28,10650,10690,10590,0,50195890,1.72E+11,16
1470,삼부토건,KOSPI,,1269,3,0.24,1266,1275,1262,0,556550219,2.51E+11,198
6400,삼성SDI,KOSPI,,717000,1000,0.14,723000,724000,702000,0,81558512000,4.93E+13,69
6405,삼성SDI우,KOSPI,,322500,-2000,-0.62,325500,327500,319000,0,465790000,5.22E+11,2
6660,삼성공조,KOSPI,,9980,20,0.2,9920,10000,9920,0,17781490,81100613720,8
380320,삼성머스트스팩5호,KOSDAQ,SPAC(소속부없음),3310,0,0,3315,3365,3305,0,72190505,15921100000,5
28260,삼성물산,KOSPI,,113800,-1500,-1.3,115300,115400,113200,0,31542433900,2.13E+13,187
02826K,삼성물산우B,KOSPI,,101800,-1200,-1.17,103000,103500,101000,0,247179800,1.66E+11,2
207940,삼성바이오로직스,KOSPI,,812000,0,0,807000,813000,802000,0,17046500000,5.78E+13,71
32830,삼성생명,KOSPI,,67000,-1200,-1.76,67900,68000,66800,0,13676216500,1.34E+13,200
377630,삼성스팩4호,KOSDAQ,SPAC(소속부없음),5080,-30,-0.59,5080,5100,5030,0,136019570,20421600000,4
425290,삼성스팩6호,KOSDAQ,SPAC(소속부없음),3260,5,0.15,3270,3270,3240,0,172784375,17995200000,6
439250,삼성스팩7호,KOSDAQ,SPAC(소속부없음),10110,-20,-0.2,10160,10180,10100,0,146535020,35405220000,4
18260,삼성에스디에스,KOSPI,,124400,-200,-0.16,124800,124900,123600,0,5244824200,9.63E+12,77
28050,삼성엔지니어링,KOSPI,,26000,300,1.17,25750,26200,25750,0,10095860600,5.10E+12,196
9150,삼성전기,KOSPI,,149200,-100,-0.07,148400,149600,148000,0,23623826900,1.11E+13,75
9155,삼성전기우,KOSPI,,69800,-200,-0.29,70200,71000,69700,0,121339500,2.03E+11,3
5930,삼성전자,KOSPI,,63700,200,0.31,63900,64000,63000,10,6.45E+11,3.80E+14,5970
5935,삼성전자우,KOSPI,,56700,-100,-0.18,57100,57100,56500,0,22953662300,4.67E+13,823
1360,삼성제약,KOSPI,,2875,0,0,2900,2900,2845,0,171844985,1.93E+11,67
10140,삼성중공업,KOSPI,,5810,-20,-0.34,5830,5870,5760,2,11556473390,5.11E+12,880
10145,삼성중공우,KOSPI,,197000,5600,2.93,193300,200000,193300,0,268676700,22624465000,0
16360,삼성증권,KOSPI,,34000,-200,-0.58,34200,34200,33800,0,2445853800,3.04E+12,89
68290,삼성출판사,KOSPI,,26350,-300,-1.13,26550,26650,26200,0,731325900,2.64E+11,10
29780,삼성카드,KOSPI,,30700,100,0.33,30700,30750,30450,0,676955950,3.56E+12,116
810,삼성화재,KOSPI,,202500,-500,-0.25,203000,205000,202000,0,8434421000,9.59E+12,47
815,삼성화재우,KOSPI,,156300,500,0.32,155900,156700,155900,0,202072600,4.99E+11,3
6110,삼아알미늄,KOSPI,,39500,-1550,-3.78,40450,40950,39250,0,15388350000,4.35E+11,11
9300,삼아제약,KOSDAQ,우량기업부,18130,-20,-0.11,18160,18320,18010,0,315487430,1.15E+11,6
145990,삼양사,KOSPI,,41400,150,0.36,41550,41600,41200,0,93356850,4.27E+11,10
145995,삼양사우,KOSPI,,29950,-50,-0.17,29900,29950,29900,0,359200,11083596500,0
3230,삼양식품,KOSPI,,121000,1400,1.17,119600,121000,118600,0,1990809700,9.11E+11,8
225190,삼양옵틱스,KOSDAQ,우량기업부,10390,40,0.39,10370,10400,10280,0,79325200,1.05E+11,10
2170,삼양통상,KOSPI,,50900,-200,-0.39,51100,51200,50900,0,12091900,1.53E+11,3
272550,삼양패키징,KOSPI,,18220,40,0.22,18240,18240,18140,0,11910410,2.88E+11,16
70,삼양홀딩스,KOSPI,,72600,200,0.28,72400,72900,72100,0,438273400,6.22E+11,9
75,삼양홀딩스우,KOSPI,,54800,-400,-0.72,55200,55200,54800,0,5171200,16662378400,0
2810,삼영무역,KOSPI,,12770,-40,-0.31,12810,12810,12760,0,60689710,2.36E+11,18
361670,삼영에스앤씨,KOSDAQ,기술성장기업부,8320,-20,-0.24,8450,8450,8250,0,155974870,47154914560,6
54540,삼영엠텍,KOSDAQ,중견기업부,3850,-15,-0.39,3870,3885,3820,0,143020200,50050000000,13
65570,삼영이엔씨,KOSDAQ,벤처기업부,4965,30,0.61,4935,4980,4935,0,36271825,53592259650,11
5680,삼영전자,KOSPI,,9560,-20,-0.21,9540,9580,9470,0,90404310,1.91E+11,20
3720,삼영화학,KOSPI,,2750,10,0.36,2740,2780,2710,0,137254105,93500000000,34
23000,삼원강재,KOSPI,,2840,20,0.71,2815,2845,2815,0,32701900,1.14E+11,40
4380,삼익THK,KOSPI,,12950,-320,-2.41,13240,13240,12910,0,625231940,2.72E+11,21
2450,삼익악기,KOSPI,,1323,-18,-1.34,1342,1343,1320,0,175271069,1.20E+11,91
32280,삼일,KOSDAQ,중견기업부,2020,5,0.25,2015,2020,2000,0,45560925,32751451800,16
2290,삼일기업공사,KOSDAQ,중견기업부,3670,5,0.14,3665,3685,3645,0,102469860,45508000000,12
4440,삼일씨엔에스,KOSPI,,5910,-10,-0.17,5920,5970,5840,0,19312680,75245806770,13
520,삼일제약,KOSPI,,8470,40,0.47,8430,8530,8400,0,401635140,1.16E+11,14
9770,삼정펄프,KOSPI,,24950,-50,-0.2,25150,25150,24900,0,14333750,62374276450,2
37460,삼지전자,KOSDAQ,우량기업부,8720,-30,-0.34,8780,8780,8690,0,31285790,1.42E+11,16
32750,삼진,KOSDAQ,우량기업부,7730,-70,-0.9,7840,7840,7640,0,266739960,55656000000,7
54090,삼진엘앤디,KOSDAQ,벤처기업부,2860,-15,-0.52,2885,2915,2850,0,532383845,71383403520,25
5500,삼진제약,KOSPI,,24350,550,2.31,24250,24900,24050,0,3682173050,3.38E+11,14
250,삼천당제약,KOSDAQ,중견기업부,50700,-200,-0.39,50800,51600,49600,0,10672537800,1.15E+12,23
4690,삼천리,KOSPI,,477000,6000,1.27,471000,480000,465500,0,11602472500,1.93E+12,4
24950,삼천리자전거,KOSDAQ,우량기업부,8880,-110,-1.22,8940,9100,8850,0,612057510,1.18E+11,13
38500,삼표시멘트,KOSDAQ,우량기업부,3570,-25,-0.7,3640,3640,3560,0,194509815,3.85E+11,108
17480,삼현철강,KOSDAQ,우량기업부,5020,40,0.8,4980,5020,4970,0,34473610,78828507800,16
10960,삼호개발,KOSPI,,3900,0,0,3900,3930,3885,0,15812770,97500000000,25
46390,삼화네트웍스,KOSDAQ,중견기업부,3290,-105,-3.09,3400,3400,3270,0,1651641450,1.42E+11,43
4450,삼화왕관,KOSPI,,40700,-200,-0.49,40900,40950,40550,0,66510200,87683225300,2
9470,삼화전기,KOSPI,,16150,80,0.5,16250,16250,16110,0,83081880,1.07E+11,7
11230,삼화전자,KOSPI,,2940,5,0.17,2990,2990,2925,0,85666595,35581938000,12
1820,삼화콘덴서,KOSPI,,40250,-300,-0.74,40250,40500,39900,0,825003500,4.18E+11,10
390,삼화페인트,KOSPI,,6150,-30,-0.49,6190,6200,6100,0,271152420,1.67E+11,27
27580,상보,KOSDAQ,중견기업부,1386,16,1.17,1372,1391,1372,0,119273722,82025252694,59
38540,상상인,KOSDAQ,우량기업부,6200,160,2.65,6050,6310,6010,0,1703832570,3.43E+11,55
101000,상상인인더스트리,KOSDAQ,중견기업부,568,-4,-0.7,577,581,564,0,40639229,40754449856,72
415580,상상인제3호스팩,KOSDAQ,SPAC(소속부없음),2000,-15,-0.74,2005,2020,2000,0,15419705,10620000000,5
1290,상상인증권,KOSPI,,872,-24,-2.68,909,909,865,1,639118991,94469968640,108
41650,상신브레이크,KOSPI,,3470,5,0.14,3465,3480,3445,0,41374100,74505931500,21
91580,상신이디피,KOSDAQ,우량기업부,17730,110,0.62,17750,17830,17500,0,1875715240,2.42E+11,14
263810,상신전자,KOSDAQ,중견기업부,3345,-5,-0.15,3350,3355,3325,0,23771155,47648581710,14
89980,상아프론테크,KOSDAQ,우량기업부,33600,1300,4.02,32900,34800,32800,0,12254302800,5.37E+11,16
42940,상지카일룸,KOSDAQ,중견기업부,491,6,1.24,486,493,482,0,125985934,46269109549,94
42600,새로닉스,KOSDAQ,우량기업부,18280,-160,-0.87,18650,18650,18140,0,359205920,2.27E+11,12
75180,새론오토모티브,KOSPI,,4915,-15,-0.3,4920,4920,4880,0,3327590,94368000000,19
107600,새빗켐,KOSDAQ,벤처기업부,98500,-1500,-1.5,99800,101200,97000,0,13294862300,4.79E+11,5
252990,샘씨엔에스,KOSDAQ,기술성장기업부,4870,-15,-0.31,4885,4890,4775,0,231455990,2.44E+11,50
7540,샘표,KOSPI,,49950,150,0.3,49950,50100,49500,0,217219750,1.44E+11,3
248170,샘표식품,KOSPI,,33750,-50,-0.15,33800,34300,33650,0,166963700,1.54E+11,5
378800,샤페론,KOSDAQ,기술성장기업부,7190,140,1.99,7240,7350,7090,1,9468191740,1.63E+11,23
294630,서남,KOSDAQ,기술성장기업부,2200,-10,-0.45,2225,2240,2185,0,27335105,47056152000,21
38070,서린바이오,KOSDAQ,우량기업부,12330,-100,-0.8,12500,12500,12200,0,410454980,1.05E+11,9
6730,서부T&D,KOSDAQ,중견기업부,7860,-100,-1.26,7960,7960,7840,0,452376000,4.75E+11,60
79650,서산,KOSDAQ,중견기업부,1963,-1,-0.05,1964,1972,1963,0,13323218,39260000000,20
100660,서암기계공업,KOSDAQ,중견기업부,6230,-50,-0.8,6250,6290,6200,0,503640300,78498000000,13
7860,서연,KOSPI,,7720,10,0.13,7720,7780,7590,0,636561250,1.81E+11,23
200880,서연이화,KOSPI,,9020,60,0.67,9000,9100,8880,0,611767460,2.44E+11,27
19770,서연탑메탈,KOSDAQ,중견기업부,4780,0,0,4815,4835,4720,0,864958205,55687000000,12
17390,서울가스,KOSPI,,461000,-500,-0.11,458000,462500,450500,0,5969962000,2.31E+12,5
43710,서울리거,KOSDAQ,중견기업부,859,6,0.7,860,860,845,0,23315120,43007009253,50
92190,서울바이오시스,KOSDAQ,우량기업부,6070,-60,-0.98,6240,6240,6040,0,161003660,2.32E+11,38
46890,서울반도체,KOSDAQ GLOBAL,우량기업부,10830,-70,-0.64,10940,10940,10790,0,927188440,6.31E+11,58
4410,서울식품,KOSPI,,214,0,0,213,215,212,0,69637952,80197689626,375
4415,서울식품우,KOSPI,,2705,-35,-1.28,2755,2755,2700,0,2641565,6017272500,2
63170,서울옥션,KOSDAQ,중견기업부,23050,-1400,-5.73,24250,24250,22700,1,12352420800,4.10E+11,18
27040,서울전자통신,KOSDAQ,중견기업부,599,-3,-0.5,602,603,599,0,25692226,41683719353,70
18680,서울제약,KOSDAQ,중견기업부,4700,30,0.64,4705,4970,4640,0,312426835,54798799300,12
21050,서원,KOSPI,,1304,-19,-1.44,1323,1331,1294,0,121070377,61906865360,47
93920,서원인텍,KOSDAQ,우량기업부,5890,10,0.17,5870,5890,5830,0,116498770,1.10E+11,19
189860,서전기전,KOSDAQ,벤처기업부,6700,-70,-1.03,6780,6800,6690,0,399744090,64981826000,10
178320,서진시스템,KOSDAQ,우량기업부,16830,-90,-0.53,16950,16980,16700,0,2601540170,6.32E+11,38
122690,서진오토모티브,KOSDAQ,중견기업부,2930,10,0.34,2900,2935,2900,0,27937685,61650850780,21
140070,서플러스글로벌,KOSDAQ,우량기업부,3905,-90,-2.25,3975,4025,3890,0,488952750,1.44E+11,37
11370,서한,KOSDAQ,우량기업부,1158,-8,-0.69,1167,1178,1153,0,202983033,1.17E+11,101
65710,서호전기,KOSDAQ,우량기업부,17360,-140,-0.8,17500,17500,17340,0,23519530,89404000000,5
8490,서흥,KOSPI,,33650,0,0,33750,33800,33550,0,91481450,3.89E+11,12
35890,서희건설,KOSDAQ,우량기업부,1189,0,0,1190,1194,1188,0,266669732,2.73E+11,230
357550,석경에이티,KOSDAQ,기술성장기업부,26150,-100,-0.38,26550,26550,25900,0,123544900,1.43E+11,5
3100,선광,KOSDAQ,우량기업부,142900,-700,-0.49,144300,144300,142500,0,2920111600,9.43E+11,7
7610,선도전기,KOSPI,,3000,0,0,0,0,0,0,0,54000000000,18
67370,선바이오,KOSDAQ,기술성장기업부,10610,-30,-0.28,10540,10730,10510,0,169315180,1.31E+11,12
171090,선익시스템,KOSDAQ,중견기업부,22850,1300,6.03,22250,23350,21900,1,31015921150,2.12E+11,9
136490,선진,KOSPI,,9850,-100,-1.01,10000,10000,9710,0,152040260,2.34E+11,24
86710,선진뷰티사이언스,KOSDAQ,중견기업부,6960,-80,-1.14,7040,7050,6940,0,114978230,84934828800,12
14620,성광벤드,KOSDAQ,중견기업부,12760,-100,-0.78,12870,12920,12660,0,2022980930,3.65E+11,29
37350,성도이엔지,KOSDAQ,우량기업부,4700,-45,-0.95,4695,4735,4685,0,133551340,72709000000,15
14910,성문전자,KOSPI,,1809,-3,-0.17,1812,1825,1800,0,55381775,35251724313,19
14915,성문전자우,KOSPI,,8060,-160,-1.95,8050,8060,8050,0,2278190,4836000000,1
3080,성보화학,KOSPI,,3225,-15,-0.46,3240,3255,3220,0,36912850,64564500000,20
4980,성신양회,KOSPI,,9510,-50,-0.52,9550,9560,9480,0,449542980,2.33E+11,25
4985,성신양회우,KOSPI,,13340,-10,-0.07,13350,13350,13250,0,22456640,9813504300,1
11300,성안,KOSPI,,1156,8,0.7,1148,1179,1139,0,466662888,67082901952,58
81580,성우전자,KOSDAQ,중견기업부,2730,10,0.37,2715,2745,2680,0,104312375,42337230390,16
45300,성우테크론,KOSDAQ,중견기업부,4450,40,0.91,4420,4540,4355,0,164263210,43482253850,10
15750,성우하이텍,KOSDAQ,우량기업부,5180,40,0.78,5160,5230,5100,0,2241343840,4.14E+11,80
365340,성일하이텍,KOSDAQ,기술성장기업부,115000,-1800,-1.54,116900,118500,113800,0,28749918200,1.37E+12,12
180,성창기업지주,KOSPI,,2235,-20,-0.89,2275,2275,2205,0,415455275,1.56E+11,70
80470,성창오토텍,KOSDAQ,중견기업부,7530,20,0.27,7510,7570,7500,0,56787940,54969000000,7
43260,성호전자,KOSDAQ,우량기업부,1295,-4,-0.31,1299,1301,1291,0,28282092,69159972280,53
148150,세경하이테크,KOSDAQ,우량기업부,13480,-220,-1.61,13720,13720,13360,0,323933670,1.59E+11,12
2420,세기상사,KOSPI,,7700,110,1.45,7670,7760,7580,0,14044450,40757239600,5
53060,세동,KOSDAQ,중견기업부,1597,-21,-1.3,1618,1628,1595,0,83313495,27882034179,17
340440,세림B&G,KOSDAQ,벤처기업부,2655,55,2.12,2645,2715,2600,2,6416623010,75344556420,28
17510,세명전기,KOSDAQ,중견기업부,3245,35,1.09,3260,3265,3200,0,35923500,49473270000,15
4360,세방,KOSPI,,48200,-600,-1.23,49150,50800,48050,0,12344043500,9.31E+11,19
4365,세방우,KOSPI,,8810,-130,-1.45,8850,8850,8760,0,131522510,32502292500,4
4490,세방전지,KOSPI,,48350,600,1.26,47750,48400,47000,0,2028900850,6.77E+11,14
11560,세보엠이씨,KOSDAQ,우량기업부,7890,-110,-1.38,7930,8040,7850,0,150015750,83081700000,11
396300,세아메카닉스,KOSDAQ,벤처기업부,5290,-80,-1.49,5430,5430,5220,0,2486838470,1.40E+11,26
1430,세아베스틸지주,KOSPI,,16110,0,0,16080,16150,16070,0,400147060,5.78E+11,36
306200,세아제강,KOSPI,,135900,300,0.22,137500,137900,135700,0,372623600,3.85E+11,3
3030,세아제강지주,KOSPI,,150000,-3900,-2.53,155500,157300,149300,0,3752274000,6.21E+11,4
19440,세아특수강,KOSPI,,17130,-80,-0.46,17260,17350,17090,0,215109630,1.47E+11,9
58650,세아홀딩스,KOSPI,,104200,-400,-0.38,104100,104300,104100,0,729600,4.17E+11,4
13000,세우글로벌,KOSPI,,1686,-20,-1.17,1706,1714,1678,0,224878563,48396682266,29
100700,세운메디칼,KOSDAQ,우량기업부,3080,35,1.15,3050,3250,3035,0,657179690,1.35E+11,44
24830,세원물산,KOSDAQ,중견기업부,8940,-150,-1.65,9080,9080,8860,0,177598930,74649000000,8
91090,세원이앤씨,KOSPI,,535,-3,-0.56,538,542,533,1,529821058,1.16E+11,216
